Timestamp,AC Power (MW),DC Power (MW)
2025-06-25 08:30:00-06:00,180.0,0.09916306163278528
2025-06-25 08:35:00-06:00,180.0,0.1051569647119196
2025-06-25 08:40:00-06:00,180.0,0.11115355993741434
2025-06-25 08:45:00-06:00,180.0,0.11714035013637378
2025-06-25 08:50:00-06:00,180.0,0.12310602469183957
2025-06-25 08:55:00-06:00,180.0,0.12904037147590416
2025-06-25 09:00:00-06:00,180.0,0.1349341794746109
2025-06-25 09:05:00-06:00,180.0,0.14077915777207767
2025-06-25 09:10:00-06:00,180.0,0.14656785152341925
2025-06-25 09:15:00-06:00,0.0,0.15229356330518623
2025-06-25 09:20:00-06:00,0.0,0.15795028760103358
2025-06-25 09:25:00-06:00,0.0,0.1635326391288395
2025-06-25 09:30:00-06:00,0.0,0.16903579865155016
2025-06-25 09:35:00-06:00,0.0,0.1744554518221432
2025-06-25 09:40:00-06:00,0.0,0.17978774474618794
2025-06-25 09:45:00-06:00,0.0,0.18502923241091845
2025-06-25 09:50:00-06:00,0.0,0.19017684220589418
2025-06-25 09:55:00-06:00,0.0,0.19522783417352732
2025-06-25 10:00:00-06:00,0.0,0.20017976513607258
2025-06-25 10:05:00-06:00,0.0,0.20503046285845047
2025-06-25 10:10:00-06:00,0.0,0.20977799325281085
2025-06-25 10:15:00-06:00,0.0,0.2144206408834785
2025-06-25 10:20:00-06:00,0.0,0.21895688170188968
2025-06-25 10:25:00-06:00,0.0,0.22338536813557666
2025-06-25 10:30:00-06:00,0.0,0.22770490638551363
2025-06-25 10:35:00-06:00,0.0,0.23191444463014835
2025-06-25 10:40:00-06:00,0.0,0.2360130568412167
2025-06-25 10:45:00-06:00,0.0,0.23999992834492942
2025-06-25 10:50:00-06:00,0.0,0.2438743480965102
2025-06-25 10:55:00-06:00,0.0,0.24763569404346109
2025-06-25 11:00:00-06:00,0.0,0.2512834279695885
2025-06-25 11:05:00-06:00,0.0,0.25481708307855244
2025-06-25 11:10:00-06:00,0.0,0.2582362603459053
2025-06-25 11:15:00-06:00,0.0,0.26154061791270306
2025-06-25 11:20:00-06:00,0.0,0.2647298681560273
2025-06-25 11:25:00-06:00,0.0,0.2678037706499637
2025-06-25 11:30:00-06:00,0.0,0.27076212591548937
2025-06-25 11:35:00-06:00,0.0,0.2736047736407445
2025-06-25 11:40:00-06:00,0.0,0.27633158528559587
2025-06-25 11:45:00-06:00,0.0,0.2789424632719863
2025-06-25 11:50:00-06:00,0.0,0.28143733452232245
2025-06-25 11:55:00-06:00,0.0,0.28381615001511495
2025-06-25 12:00:00-06:00,0.0,0.28607887912402574
2025-06-25 12:05:00-06:00,0.0,0.2882255091425363
2025-06-25 12:10:00-06:00,0.0,0.29025604172427866
2025-06-25 12:15:00-06:00,0.0,0.2921704898005632
2025-06-25 12:20:00-06:00,0.0,0.2939688772930445
2025-06-25 12:25:00-06:00,0.0,0.2956512350726818
2025-06-25 12:30:00-06:00,0.0,0.2972176010587589
2025-06-25 12:35:00-06:00,0.0,0.29866801672988785
2025-06-25 12:40:00-06:00,0.0,0.30000252725975146
2025-06-25 12:45:00-06:00,0.0,0.3012211785480404
2025-06-25 12:50:00-06:00,0.0,0.30232401722604574
2025-06-25 12:55:00-06:00,0.0,0.3033110888858931
2025-06-25 13:00:00-06:00,0.0,0.30418243670776723
2025-06-25 13:05:00-06:00,0.0,0.3049381014181667
2025-06-25 13:10:00-06:00,0.0,0.3055781195370335
2025-06-25 13:15:00-06:00,0.0,0.306102523484818
2025-06-25 13:20:00-06:00,0.0,0.3065113402989447
2025-06-25 13:25:00-06:00,0.0,0.30680459170992236
2025-06-25 13:30:00-06:00,0.0,0.3069822933238124
2025-06-25 13:35:00-06:00,0.0,0.30704445466475194
2025-06-25 13:40:00-06:00,0.0,0.30699107882270615
2025-06-25 13:45:00-06:00,0.0,0.3068221624869039
2025-06-25 13:50:00-06:00,0.0,0.3065376959059117
2025-06-25 13:55:00-06:00,0.0,0.3061376632245644
2025-06-25 14:00:00-06:00,0.0,0.305622042441405
2025-06-25 14:05:00-06:00,0.0,0.3049908062079109
2025-06-25 14:10:00-06:00,0.0,0.30424392175319326
2025-06-25 14:15:00-06:00,0.0,0.3033813521479193
2025-06-25 14:20:00-06:00,0.0,0.30240305633834563
2025-06-25 14:25:00-06:00,0.0,0.30130899018461954
2025-06-25 14:30:00-06:00,0.0,0.3000991078915284
2025-06-25 14:35:00-06:00,0.0,0.29877336197851434
2025-06-25 14:40:00-06:00,0.0,0.29733170573221046
2025-06-25 14:45:00-06:00,0.0,0.295774093060171
2025-06-25 14:50:00-06:00,0.0,0.2941004814402753
2025-06-25 14:55:00-06:00,0.0,0.29231083178387074
2025-06-25 15:00:00-06:00,0.0,0.29040511190410345
2025-06-25 15:05:00-06:00,0.0,0.2883832966937487
2025-06-25 15:10:00-06:00,0.0,0.28624537074882433
2025-06-25 15:15:00-06:00,0.0,0.2839913314436166
2025-06-25 15:20:00-06:00,0.0,0.2816211892012583
2025-06-25 15:25:00-06:00,0.0,0.2791349724324047
2025-06-25 15:30:00-06:00,0.0,0.27653272772237236
2025-06-25 15:35:00-06:00,0.0,0.27381452546436175
2025-06-25 15:40:00-06:00,0.0,0.2709804602931908
2025-06-25 15:45:00-06:00,0.0,0.26803065751526867
2025-06-25 15:50:00-06:00,0.0,0.26496527432176503
2025-06-25 15:55:00-06:00,0.0,0.26178450505295664
2025-06-25 16:00:00-06:00,0.0,0.25848858714410866
2025-06-25 16:05:00-06:00,0.0,0.25507780314903267
2025-06-25 16:10:00-06:00,0.0,0.251552489832917
2025-06-25 16:15:00-06:00,0.0,0.24791304064250236
2025-06-25 16:20:00-06:00,0.0,0.24415991626281325
2025-06-25 16:25:00-06:00,0.0,0.2402936482145349
2025-06-25 16:30:00-06:00,0.0,0.23631485120178533
2025-06-25 16:35:00-06:00,0.0,0.23222422876468068
2025-06-25 16:40:00-06:00,0.0,0.22802258505012069
2025-06-25 16:45:00-06:00,0.0,0.22371083802001904
2025-06-25 16:50:00-06:00,0.0,0.21929002823024377
2025-06-25 16:55:00-06:00,0.0,0.2147613376851157
2025-06-25 17:00:00-06:00,0.0,0.2101261009662329
2025-06-25 17:05:00-06:00,0.0,0.20538582779493358
2025-06-25 17:10:00-06:00,0.0,0.2005422178055553
2025-06-25 17:15:00-06:00,0.0,0.19559718764039596
2025-06-25 17:20:00-06:00,0.0,0.19055289096604086
2025-06-25 17:25:00-06:00,0.0,0.18541174764181267
2025-06-25 17:30:00-06:00,0.0,0.18017647619094956
2025-06-25 17:35:00-06:00,0.0,0.17485012260990904
2025-06-25 17:40:00-06:00,0.0,0.16943610328673706
2025-06-25 17:45:00-06:00,0.0,0.16393824053153974
2025-06-25 17:50:00-06:00,0.0,0.15836081387320589
2025-06-25 17:55:00-06:00,0.0,0.1527086041994392
2025-06-25 18:00:00-06:00,180.0,0.1470487178903685
2025-06-25 18:05:00-06:00,180.0,0.14126162304562193
2025-06-25 18:10:00-06:00,180.0,0.13541753030704504
2025-06-25 18:15:00-06:00,180.0,0.12952383306737264
2025-06-25 18:20:00-06:00,180.0,0.1235887528305492
2025-06-25 18:25:00-06:00,180.0,0.11762142705090971
2025-06-25 18:30:00-06:00,180.0,0.11163198933814591
2025-06-25 18:35:00-06:00,180.0,0.10563166692426251
2025-06-25 18:40:00-06:00,180.0,0.0996328689589164
2025-06-25 18:45:00-06:00,180.0,0.09364929002184667
2025-06-25 18:50:00-06:00,180.0,0.0876960021325702
2025-06-25 18:55:00-06:00,180.0,0.08178955289259726
2025-06-25 19:00:00-06:00,180.0,0.07594805825884428
2025-06-25 19:05:00-06:00,180.0,0.07019127767487213
2025-06-25 19:10:00-06:00,180.0,0.0645406853446037
2025-06-25 19:15:00-06:00,180.0,0.05901950581268193
2025-06-25 19:20:00-06:00,180.0,0.053652728609906046
2025-06-25 19:25:00-06:00,180.0,0.04846706515272368
2025-06-25 19:30:00-06:00,180.0,0.0434908553474343
2025-06-25 19:35:00-06:00,180.0,0.03875388121369564
2025-06-25 19:40:00-06:00,180.0,0.03428707969676891
2025-06-25 19:45:00-06:00,180.0,0.03012211504166425
2025-06-25 19:50:00-06:00,180.0,0.02629076631121812
2025-06-25 19:55:00-06:00,180.0,0.02282409677271687
2025-06-25 20:00:00-06:00,180.0,0.019751331686469847
2025-06-25 20:05:00-06:00,180.0,0.017098396081495795
2025-06-25 20:10:00-06:00,180.0,0.014886027081423182
2025-06-25 20:15:00-06:00,180.0,0.013127403396797311
2025-06-25 20:20:00-06:00,180.0,0.011825223025186004
2025-06-25 20:25:00-06:00,180.0,0.01108685216837908
2025-06-25 20:30:00-06:00,180.0,0.010489151900484175
2025-06-25 20:35:00-06:00,180.0,0.009826041604593
2025-06-25 20:40:00-06:00,180.0,0.009093307624543632
2025-06-25 20:45:00-06:00,180.0,0.008288597053866522
2025-06-25 20:50:00-06:00,180.0,0.007412719951984525
2025-06-25 20:55:00-06:00,180.0,0.006471434353588102
2025-06-25 21:00:00-06:00,180.0,0.005477726305803762
2025-06-25 21:05:00-06:00,180.0,0.004454388463044248
2025-06-25 21:10:00-06:00,180.0,0.003436282644284439
2025-06-25 21:15:00-06:00,177.92939664395635,0.002470936671653313
2025-06-25 21:20:00-06:00,116.59555648451514,0.0016151901128658858
2025-06-25 21:25:00-06:00,66.6229329644303,0.000925163174751562
2025-06-25 21:30:00-06:00,31.112799614699664,0.0004386620924258932
2025-06-25 21:35:00-06:00,10.345818560435713,0.00015559219056382297
2025-06-25 21:40:00-06:00,1.2013191136159609,3.1279836529274524e-05
2025-06-25 21:45:00-06:00,0.0,0.0
2025-06-25 21:50:00-06:00,0.0,0.0
2025-06-25 21:55:00-06:00,0.0,0.0
2025-06-25 22:00:00-06:00,0.0,0.0
2025-06-25 22:05:00-06:00,0.0,0.0
2025-06-25 22:10:00-06:00,0.0,0.0
2025-06-25 22:15:00-06:00,0.0,0.0
2025-06-25 22:20:00-06:00,0.0,0.0
2025-06-25 22:25:00-06:00,0.0,0.0
2025-06-25 22:30:00-06:00,0.0,0.0
2025-06-25 22:35:00-06:00,0.0,0.0
2025-06-25 22:40:00-06:00,0.0,0.0
2025-06-25 22:45:00-06:00,0.0,0.0
2025-06-25 22:50:00-06:00,0.0,0.0
2025-06-25 22:55:00-06:00,0.0,0.0
2025-06-25 23:00:00-06:00,0.0,0.0
2025-06-25 23:05:00-06:00,0.0,0.0
2025-06-25 23:10:00-06:00,0.0,0.0
2025-06-25 23:15:00-06:00,0.0,0.0
2025-06-25 23:20:00-06:00,0.0,0.0
2025-06-25 23:25:00-06:00,0.0,0.0
2025-06-25 23:30:00-06:00,0.0,0.0
2025-06-25 23:35:00-06:00,0.0,0.0
2025-06-25 23:40:00-06:00,0.0,0.0
2025-06-25 23:45:00-06:00,0.0,0.0
2025-06-25 23:50:00-06:00,0.0,0.0
2025-06-25 23:55:00-06:00,0.0,0.0
