Timestamp,Total_Power_MW,AC_Transmission_MW,DC_Transmission_MW,Generator_Output_MW
2025-07-04 12:10:00,3951.53,3358.8,474.18,118.55
2025-07-04 12:15:00,4025.18,3421.41,483.02,120.76
2025-07-04 12:20:00,3996.7,3397.19,479.6,119.9
2025-07-04 12:25:00,4154.25,3531.11,498.51,124.63
2025-07-04 12:30:00,4065.94,3456.05,487.91,121.98
2025-07-04 12:35:00,4100.31,3485.26,492.04,123.01
2025-07-04 12:40:00,4034.58,3429.39,484.15,121.04
2025-07-04 12:45:00,4118.73,3500.92,494.25,123.56
2025-07-04 12:50:00,4060.12,3451.1,487.21,121.8
2025-07-04 12:55:00,4034.36,3429.2,484.12,121.03
2025-07-04 13:00:00,3983.83,3386.25,478.06,119.51
2025-07-04 13:05:00,4171.63,3545.88,500.6,125.15
2025-07-04 13:10:00,3955.58,3362.24,474.67,118.67
2025-07-04 13:15:00,4125.04,3506.29,495.01,123.75
2025-07-04 13:20:00,4044.79,3438.07,485.37,121.34
2025-07-04 13:25:00,4012.65,3410.75,481.52,120.38
2025-07-04 13:30:00,3930.19,3340.66,471.62,117.91
2025-07-04 13:35:00,4012.16,3410.33,481.46,120.36
2025-07-04 13:40:00,4151.38,3528.68,498.17,124.54
2025-07-04 13:45:00,3999.09,3399.23,479.89,119.97
2025-07-04 13:50:00,4087.12,3474.05,490.45,122.61
2025-07-04 13:55:00,3860.51,3281.43,463.26,115.82
2025-07-04 14:00:00,4037.05,3431.49,484.45,121.11
2025-07-04 14:05:00,3942.06,3350.75,473.05,118.26
2025-07-04 14:10:00,3903.64,3318.09,468.44,117.11
2025-07-04 14:15:00,4002.34,3401.99,480.28,120.07
2025-07-04 14:20:00,3953.19,3360.21,474.38,118.6
2025-07-04 14:25:00,3901.53,3316.3,468.18,117.05
2025-07-04 14:30:00,3863.52,3283.99,463.62,115.91
2025-07-04 14:35:00,3835.99,3260.59,460.32,115.08
2025-07-04 14:40:00,3766.98,3201.93,452.04,113.01
2025-07-04 14:45:00,3762.95,3198.51,451.55,112.89
2025-07-04 14:50:00,3638.85,3093.03,436.66,109.17
2025-07-04 14:55:00,3834.75,3259.54,460.17,115.04
2025-07-04 15:00:00,3716.06,3158.65,445.93,111.48
2025-07-04 15:05:00,3923.08,3334.62,470.77,117.69
2025-07-04 15:10:00,3622.17,3078.84,434.66,108.66
2025-07-04 15:15:00,3593.52,3054.49,431.22,107.81
2025-07-04 15:20:00,3586.18,3048.25,430.34,107.59
2025-07-04 15:25:00,3647.66,3100.51,437.72,109.43
2025-07-04 15:30:00,3572.02,3036.22,428.64,107.16
2025-07-04 15:35:00,3502.93,2977.49,420.35,105.09
2025-07-04 15:40:00,3611.37,3069.66,433.36,108.34
2025-07-04 15:45:00,3456.18,2937.75,414.74,103.69
2025-07-04 15:50:00,3441.74,2925.48,413.01,103.25
2025-07-04 15:55:00,3325.03,2826.27,399.0,99.75
2025-07-04 16:00:00,3523.33,2994.83,422.8,105.7
2025-07-04 16:05:00,3429.62,2915.18,411.55,102.89
2025-07-04 16:10:00,3342.83,2841.4,401.14,100.28
2025-07-04 16:15:00,3267.82,2777.65,392.14,98.03
2025-07-04 16:20:00,3405.36,2894.55,408.64,102.16
2025-07-04 16:25:00,3357.13,2853.56,402.86,100.71
2025-07-04 16:30:00,3284.22,2791.59,394.11,98.53
2025-07-04 16:35:00,3353.79,2850.72,402.45,100.61
2025-07-04 16:40:00,3192.03,2713.23,383.04,95.76
2025-07-04 16:45:00,3284.56,2791.88,394.15,98.54
2025-07-04 16:50:00,3315.95,2818.56,397.91,99.48
2025-07-04 16:55:00,3193.6,2714.56,383.23,95.81
2025-07-04 17:00:00,3310.61,2814.02,397.27,99.32
2025-07-04 17:05:00,3133.17,2663.19,375.98,94.0
2025-07-04 17:10:00,3237.28,2751.69,388.47,97.12
2025-07-04 17:15:00,3160.4,2686.34,379.25,94.81
2025-07-04 17:20:00,3172.81,2696.89,380.74,95.18
2025-07-04 17:25:00,3032.27,2577.43,363.87,90.97
2025-07-04 17:30:00,3228.7,2744.39,387.44,96.86
2025-07-04 17:35:00,3123.46,2654.94,374.82,93.7
2025-07-04 17:40:00,3130.91,2661.28,375.71,93.93
2025-07-04 17:45:00,3266.31,2776.36,391.96,97.99
2025-07-04 17:50:00,3182.02,2704.72,381.84,95.46
2025-07-04 17:55:00,3224.39,2740.73,386.93,96.73
2025-07-04 18:00:00,3226.98,2742.94,387.24,96.81
2025-07-04 18:05:00,3149.9,2677.41,377.99,94.5
2025-07-04 18:10:00,3116.66,2649.16,374.0,93.5
2025-07-04 18:15:00,3215.46,2733.14,385.86,96.46
2025-07-04 18:20:00,3212.12,2730.3,385.45,96.36
2025-07-04 18:25:00,3154.02,2680.91,378.48,94.62
2025-07-04 18:30:00,3143.28,2671.79,377.19,94.3
2025-07-04 18:35:00,3136.32,2665.87,376.36,94.09
2025-07-04 18:40:00,3131.99,2662.19,375.84,93.96
2025-07-04 18:45:00,3002.14,2551.82,360.26,90.06
2025-07-04 18:50:00,3116.99,2649.44,374.04,93.51
2025-07-04 18:55:00,3163.81,2689.24,379.66,94.91
2025-07-04 19:00:00,3116.27,2648.83,373.95,93.49
2025-07-04 19:05:00,3181.74,2704.48,381.81,95.45
2025-07-04 19:10:00,3157.16,2683.59,378.86,94.71
2025-07-04 19:15:00,3079.03,2617.18,369.48,92.37
2025-07-04 19:20:00,3113.22,2646.23,373.59,93.4
2025-07-04 19:25:00,3173.86,2697.78,380.86,95.22
2025-07-04 19:30:00,3078.13,2616.41,369.38,92.34
2025-07-04 19:35:00,3100.75,2635.64,372.09,93.02
2025-07-04 19:40:00,3064.41,2604.75,367.73,91.93
2025-07-04 19:45:00,3282.59,2790.2,393.91,98.48
2025-07-04 19:50:00,3262.4,2773.04,391.49,97.87
2025-07-04 19:55:00,3106.03,2640.12,372.72,93.18
2025-07-04 20:00:00,3173.12,2697.15,380.77,95.19
2025-07-04 20:05:00,3031.32,2576.63,363.76,90.94
2025-07-04 20:10:00,3029.21,2574.83,363.5,90.88
2025-07-04 20:15:00,3086.7,2623.7,370.4,92.6
2025-07-04 20:20:00,3058.48,2599.71,367.02,91.75
2025-07-04 20:25:00,2943.81,2502.24,353.26,88.31
2025-07-04 20:30:00,3043.98,2587.38,365.28,91.32
2025-07-04 20:35:00,3061.08,2601.91,367.33,91.83
2025-07-04 20:40:00,2902.4,2467.04,348.29,87.07
2025-07-04 20:45:00,2919.5,2481.58,350.34,87.59
2025-07-04 20:50:00,3007.49,2556.36,360.9,90.22
2025-07-04 20:55:00,3048.21,2590.98,365.78,91.45
2025-07-04 21:00:00,2981.03,2533.87,357.72,89.43
2025-07-04 21:05:00,2904.99,2469.24,348.6,87.15
2025-07-04 21:10:00,2902.4,2467.04,348.29,87.07
2025-07-04 21:15:00,2902.4,2467.04,348.29,87.07
2025-07-04 21:20:00,2902.4,2467.04,348.29,87.07
2025-07-04 21:25:00,3078.86,2617.03,369.46,92.37
2025-07-04 21:30:00,2902.4,2467.04,348.29,87.07
2025-07-04 21:35:00,2902.4,2467.04,348.29,87.07
2025-07-04 21:40:00,2954.15,2511.03,354.5,88.62
2025-07-04 21:45:00,2902.4,2467.04,348.29,87.07
2025-07-04 21:50:00,2902.4,2467.04,348.29,87.07
2025-07-04 21:55:00,2903.17,2467.7,348.38,87.1
2025-07-04 22:00:00,2953.86,2510.78,354.46,88.62
2025-07-04 22:05:00,2902.95,2467.51,348.35,87.09
2025-07-04 22:10:00,2902.4,2467.04,348.29,87.07
2025-07-04 22:15:00,2914.89,2477.66,349.79,87.45
2025-07-04 22:20:00,3040.79,2584.67,364.9,91.22
2025-07-04 22:25:00,2902.4,2467.04,348.29,87.07
2025-07-04 22:30:00,2902.4,2467.04,348.29,87.07
2025-07-04 22:35:00,3012.31,2560.47,361.48,90.37
2025-07-04 22:40:00,2928.82,2489.5,351.46,87.86
2025-07-04 22:45:00,2974.81,2528.59,356.98,89.24
2025-07-04 22:50:00,2983.76,2536.19,358.05,89.51
2025-07-04 22:55:00,3021.56,2568.33,362.59,90.65
2025-07-04 23:00:00,3135.79,2665.42,376.29,94.07
2025-07-04 23:05:00,2983.29,2535.79,357.99,89.5
2025-07-04 23:10:00,2902.4,2467.04,348.29,87.07
2025-07-04 23:15:00,3041.88,2585.6,365.03,91.26
2025-07-04 23:20:00,3086.35,2623.4,370.36,92.59
2025-07-04 23:25:00,3116.77,2649.25,374.01,93.5
2025-07-04 23:30:00,3306.44,2810.47,396.77,99.19
2025-07-04 23:35:00,2953.11,2510.14,354.37,88.59
2025-07-04 23:40:00,3160.6,2686.51,379.27,94.82
2025-07-04 23:45:00,3212.38,2730.52,385.49,96.37
2025-07-04 23:50:00,3030.37,2575.82,363.64,90.91
2025-07-04 23:55:00,3147.2,2675.12,377.66,94.42
