Timestamp,Total_Power_MW,AC_Transmission_MW,DC_Transmission_MW,Generator_Output_MW
2025-07-04 06:35:00,19679.56,16727.63,2361.55,590.39
2025-07-04 06:40:00,19482.38,16560.02,2337.89,584.47
2025-07-04 06:45:00,19108.16,16241.93,2292.98,573.24
2025-07-04 06:50:00,20043.68,17037.12,2405.24,601.31
2025-07-04 06:55:00,19112.25,16245.41,2293.47,573.37
2025-07-04 07:00:00,19434.9,16519.66,2332.19,583.05
2025-07-04 07:05:00,20534.74,17454.53,2464.17,616.04
2025-07-04 07:10:00,20231.61,17196.87,2427.79,606.95
2025-07-04 07:15:00,20584.99,17497.25,2470.2,617.55
2025-07-04 07:20:00,20229.77,17195.31,2427.57,606.89
2025-07-04 07:25:00,19545.39,16613.58,2345.45,586.36
2025-07-04 07:30:00,19342.23,16440.9,2321.07,580.27
2025-07-04 07:35:00,20710.14,17603.62,2485.22,621.3
2025-07-04 07:40:00,20490.3,17416.75,2458.84,614.71
2025-07-04 07:45:00,20444.34,17377.69,2453.32,613.33
2025-07-04 07:50:00,20581.7,17494.44,2469.8,617.45
2025-07-04 07:55:00,19908.2,16921.97,2388.98,597.25
2025-07-04 08:00:00,19955.19,16961.91,2394.62,598.66
2025-07-04 08:05:00,20262.18,17222.85,2431.46,607.87
2025-07-04 08:10:00,20416.12,17353.7,2449.93,612.48
2025-07-04 08:15:00,20843.97,17717.37,2501.28,625.32
2025-07-04 08:20:00,20641.45,17545.23,2476.97,619.24
2025-07-04 08:25:00,20789.12,17670.75,2494.69,623.67
2025-07-04 08:30:00,20674.43,17573.27,2480.93,620.23
2025-07-04 08:35:00,20430.55,17365.97,2451.67,612.92
2025-07-04 08:40:00,20363.97,17309.37,2443.68,610.92
2025-07-04 08:45:00,19973.52,16977.49,2396.82,599.21
2025-07-04 08:50:00,20399.7,17339.74,2447.96,611.99
2025-07-04 08:55:00,20678.87,17577.04,2481.46,620.37
2025-07-04 09:00:00,20648.07,17550.86,2477.77,619.44
2025-07-04 09:05:00,21041.89,17885.6,2525.03,631.26
2025-07-04 09:10:00,20757.48,17643.86,2490.9,622.72
2025-07-04 09:15:00,20523.37,17444.86,2462.8,615.7
2025-07-04 09:20:00,20279.13,17237.26,2433.5,608.37
2025-07-04 09:25:00,20705.29,17599.5,2484.63,621.16
2025-07-04 09:30:00,20463.58,17394.04,2455.63,613.91
2025-07-04 09:35:00,21289.99,18096.49,2554.8,638.7
2025-07-04 09:40:00,20459.69,17390.74,2455.16,613.79
2025-07-04 09:45:00,21668.52,18418.24,2600.22,650.06
2025-07-04 09:50:00,21053.15,17895.18,2526.38,631.59
2025-07-04 09:55:00,21631.66,18386.91,2595.8,648.95
2025-07-04 10:00:00,21076.42,17914.96,2529.17,632.29
2025-07-04 10:05:00,21536.87,18306.34,2584.42,646.11
2025-07-04 10:10:00,20256.51,17218.03,2430.78,607.7
2025-07-04 10:15:00,20337.77,17287.11,2440.53,610.13
2025-07-04 10:20:00,21279.91,18087.92,2553.59,638.4
2025-07-04 10:25:00,21458.22,18239.49,2574.99,643.75
2025-07-04 10:30:00,20833.28,17708.29,2499.99,625.0
2025-07-04 10:35:00,20905.35,17769.55,2508.64,627.16
2025-07-04 10:40:00,21957.52,18663.89,2634.9,658.73
2025-07-04 10:45:00,21666.72,18416.71,2600.01,650.0
2025-07-04 10:50:00,21145.67,17973.82,2537.48,634.37
2025-07-04 10:55:00,21910.3,18623.75,2629.24,657.31
2025-07-04 11:00:00,21513.09,18286.13,2581.57,645.39
2025-07-04 11:05:00,21540.97,18309.82,2584.92,646.23
2025-07-04 11:10:00,22166.71,18841.71,2660.01,665.0
2025-07-04 11:15:00,21764.85,18500.13,2611.78,652.95
2025-07-04 11:20:00,21903.65,18618.1,2628.44,657.11
2025-07-04 11:25:00,21933.61,18643.57,2632.03,658.01
2025-07-04 11:30:00,21223.24,18039.75,2546.79,636.7
2025-07-04 11:35:00,21825.93,18552.04,2619.11,654.78
2025-07-04 11:40:00,22286.76,18943.74,2674.41,668.6
2025-07-04 11:45:00,22510.76,19134.14,2701.29,675.32
2025-07-04 11:50:00,22547.54,19165.41,2705.7,676.43
2025-07-04 11:55:00,22570.42,19184.85,2708.45,677.11
2025-07-04 12:00:00,22639.51,19243.58,2716.74,679.19
2025-07-04 12:05:00,23782.73,20215.32,2853.93,713.48
2025-07-04 12:10:00,23017.47,19564.85,2762.1,690.52
2025-07-04 12:15:00,23736.45,20175.98,2848.37,712.09
2025-07-04 12:20:00,23292.33,19798.48,2795.08,698.77
2025-07-04 12:25:00,23499.02,19974.17,2819.88,704.97
2025-07-04 12:30:00,22578.21,19191.48,2709.39,677.35
2025-07-04 12:35:00,23393.2,19884.22,2807.18,701.8
2025-07-04 12:40:00,23870.54,20289.96,2864.46,716.12
2025-07-04 12:45:00,23636.8,20091.28,2836.42,709.1
2025-07-04 12:50:00,22432.82,19067.9,2691.94,672.98
2025-07-04 12:55:00,23217.54,19734.91,2786.1,696.53
2025-07-04 13:00:00,23785.75,20217.89,2854.29,713.57
2025-07-04 13:05:00,22999.88,19549.9,2759.99,690.0
2025-07-04 13:10:00,23071.54,19610.81,2768.58,692.15
2025-07-04 13:15:00,22902.84,19467.41,2748.34,687.09
2025-07-04 13:20:00,23469.37,19948.96,2816.32,704.08
2025-07-04 13:25:00,23115.55,19648.22,2773.87,693.47
2025-07-04 13:30:00,23621.68,20078.43,2834.6,708.65
2025-07-04 13:35:00,23764.17,20199.54,2851.7,712.93
2025-07-04 13:40:00,22850.61,19423.02,2742.07,685.52
2025-07-04 13:45:00,23568.41,20033.15,2828.21,707.05
2025-07-04 13:50:00,22602.54,19212.16,2712.3,678.08
2025-07-04 13:55:00,23343.52,19841.99,2801.22,700.31
2025-07-04 14:00:00,22739.98,19328.98,2728.8,682.2
2025-07-04 14:05:00,22666.11,19266.2,2719.93,679.98
2025-07-04 14:10:00,22942.61,19501.21,2753.11,688.28
2025-07-04 14:15:00,22714.2,19307.07,2725.7,681.43
2025-07-04 14:20:00,22148.04,18825.83,2657.76,664.44
2025-07-04 14:25:00,22265.47,18925.65,2671.86,667.96
2025-07-04 14:30:00,22240.84,18904.72,2668.9,667.23
2025-07-04 14:35:00,22181.0,18853.85,2661.72,665.43
2025-07-04 14:40:00,21551.11,18318.45,2586.13,646.53
2025-07-04 14:45:00,21407.31,18196.21,2568.88,642.22
2025-07-04 14:50:00,21578.27,18341.53,2589.39,647.35
2025-07-04 14:55:00,22549.35,19166.94,2705.92,676.48
2025-07-04 15:00:00,21437.76,18222.09,2572.53,643.13
2025-07-04 15:05:00,22434.06,19068.95,2692.09,673.02
2025-07-04 15:10:00,21016.1,17863.68,2521.93,630.48
2025-07-04 15:15:00,21083.55,17921.02,2530.03,632.51
2025-07-04 15:20:00,21008.71,17857.41,2521.05,630.26
2025-07-04 15:25:00,21129.33,17959.93,2535.52,633.88
2025-07-04 15:30:00,20902.55,17767.17,2508.31,627.08
2025-07-04 15:35:00,20307.91,17261.73,2436.95,609.24
2025-07-04 15:40:00,20675.0,17573.75,2481.0,620.25
2025-07-04 15:45:00,20129.91,17110.42,2415.59,603.9
2025-07-04 15:50:00,19814.9,16842.66,2377.79,594.45
2025-07-04 15:55:00,19786.55,16818.57,2374.39,593.6
2025-07-04 16:00:00,20039.84,17033.87,2404.78,601.2
2025-07-04 16:05:00,20244.94,17208.2,2429.39,607.35
2025-07-04 16:10:00,19542.44,16611.08,2345.09,586.27
2025-07-04 16:15:00,19512.28,16585.44,2341.47,585.37
2025-07-04 16:20:00,19372.44,16466.57,2324.69,581.17
2025-07-04 16:25:00,19556.48,16623.01,2346.78,586.69
2025-07-04 16:30:00,19002.41,16152.05,2280.29,570.07
2025-07-04 16:35:00,17925.83,15236.96,2151.1,537.77
2025-07-04 16:40:00,19394.72,16485.51,2327.37,581.84
2025-07-04 16:45:00,19029.69,16175.23,2283.56,570.89
2025-07-04 16:50:00,18978.17,16131.44,2277.38,569.34
2025-07-04 16:55:00,19536.94,16606.4,2344.43,586.11
2025-07-04 17:00:00,18968.85,16123.52,2276.26,569.07
2025-07-04 17:05:00,19567.32,16632.22,2348.08,587.02
2025-07-04 17:10:00,18614.93,15822.69,2233.79,558.45
2025-07-04 17:15:00,17570.01,14934.51,2108.4,527.1
2025-07-04 17:20:00,18293.35,15549.35,2195.2,548.8
2025-07-04 17:25:00,19034.15,16179.03,2284.1,571.02
2025-07-04 17:30:00,18440.17,15674.14,2212.82,553.21
2025-07-04 17:35:00,18177.38,15450.78,2181.29,545.32
2025-07-04 17:40:00,18373.69,15617.64,2204.84,551.21
2025-07-04 17:45:00,19002.65,16152.26,2280.32,570.08
2025-07-04 17:50:00,19593.89,16654.8,2351.27,587.82
2025-07-04 17:55:00,19052.57,16194.69,2286.31,571.58
2025-07-04 18:00:00,19087.81,16224.64,2290.54,572.63
2025-07-04 18:05:00,18686.61,15883.62,2242.39,560.6
2025-07-04 18:10:00,18756.93,15943.39,2250.83,562.71
2025-07-04 18:15:00,19238.45,16352.68,2308.61,577.15
2025-07-04 18:20:00,19186.86,16308.83,2302.42,575.61
2025-07-04 18:25:00,18449.28,15681.89,2213.91,553.48
2025-07-04 18:30:00,18363.94,15609.35,2203.67,550.92
2025-07-04 18:35:00,19133.71,16263.66,2296.05,574.01
2025-07-04 18:40:00,18373.32,15617.33,2204.8,551.2
2025-07-04 18:45:00,18738.32,15927.57,2248.6,562.15
2025-07-04 18:50:00,18551.01,15768.36,2226.12,556.53
2025-07-04 18:55:00,18961.89,16117.6,2275.43,568.86
2025-07-04 19:00:00,18753.82,15940.74,2250.46,562.61
2025-07-04 19:05:00,18559.9,15775.91,2227.19,556.8
2025-07-04 19:10:00,19221.17,16337.99,2306.54,576.64
2025-07-04 19:15:00,18878.19,16046.46,2265.38,566.35
2025-07-04 19:20:00,18370.56,15614.97,2204.47,551.12
2025-07-04 19:25:00,18162.78,15438.36,2179.53,544.88
2025-07-04 19:30:00,19106.28,16240.34,2292.75,573.19
2025-07-04 19:35:00,18299.53,15554.6,2195.94,548.99
2025-07-04 19:40:00,18044.11,15337.49,2165.29,541.32
2025-07-04 19:45:00,18848.79,16021.47,2261.85,565.46
2025-07-04 19:50:00,18748.93,15936.59,2249.87,562.47
2025-07-04 19:55:00,17960.02,15266.02,2155.2,538.8
2025-07-04 20:00:00,17145.5,14573.67,2057.46,514.36
2025-07-04 20:05:00,18089.44,15376.02,2170.73,542.68
2025-07-04 20:10:00,18311.51,15564.79,2197.38,549.35
2025-07-04 20:15:00,19000.04,16150.03,2280.0,570.0
2025-07-04 20:20:00,18676.12,15874.7,2241.13,560.28
2025-07-04 20:25:00,18867.59,16037.45,2264.11,566.03
2025-07-04 20:30:00,18638.63,15842.84,2236.64,559.16
2025-07-04 20:35:00,17591.25,14952.56,2110.95,527.74
2025-07-04 20:40:00,17668.28,15018.04,2120.19,530.05
2025-07-04 20:45:00,18083.87,15371.29,2170.06,542.52
2025-07-04 20:50:00,17928.96,15239.62,2151.48,537.87
2025-07-04 20:55:00,18452.3,15684.46,2214.28,553.57
2025-07-04 21:00:00,17775.46,15109.14,2133.06,533.26
2025-07-04 21:05:00,18264.63,15524.94,2191.76,547.94
2025-07-04 21:10:00,16682.38,14180.02,2001.89,500.47
2025-07-04 21:15:00,17870.78,15190.17,2144.49,536.12
2025-07-04 21:20:00,17183.38,14605.88,2062.01,515.5
2025-07-04 21:25:00,16979.82,14432.85,2037.58,509.39
2025-07-04 21:30:00,16539.52,14058.59,1984.74,496.19
2025-07-04 21:35:00,17954.21,15261.07,2154.5,538.63
2025-07-04 21:40:00,17258.33,14669.58,2071.0,517.75
2025-07-04 21:45:00,17387.36,14779.25,2086.48,521.62
2025-07-04 21:50:00,16649.14,14151.77,1997.9,499.47
2025-07-04 21:55:00,17296.64,14702.15,2075.6,518.9
2025-07-04 22:00:00,16850.43,14322.86,2022.05,505.51
2025-07-04 22:05:00,17486.49,14863.52,2098.38,524.59
2025-07-04 22:10:00,17652.62,15004.72,2118.31,529.58
2025-07-04 22:15:00,17710.73,15054.12,2125.29,531.32
2025-07-04 22:20:00,16980.74,14433.63,2037.69,509.42
2025-07-04 22:25:00,17516.95,14889.4,2102.03,525.51
2025-07-04 22:30:00,17888.72,15205.41,2146.65,536.66
2025-07-04 22:35:00,17970.77,15275.15,2156.49,539.12
2025-07-04 22:40:00,17779.61,15112.67,2133.55,533.39
2025-07-04 22:45:00,17735.69,15075.33,2128.28,532.07
2025-07-04 22:50:00,17745.24,15083.45,2129.43,532.36
2025-07-04 22:55:00,17735.76,15075.4,2128.29,532.07
2025-07-04 23:00:00,18118.46,15400.69,2174.21,543.55
2025-07-04 23:05:00,17701.27,15046.08,2124.15,531.04
2025-07-04 23:10:00,19139.8,16268.83,2296.78,574.19
2025-07-04 23:15:00,18333.74,15583.68,2200.05,550.01
2025-07-04 23:20:00,18700.97,15895.83,2244.12,561.03
2025-07-04 23:25:00,18730.81,15921.19,2247.7,561.92
2025-07-04 23:30:00,18512.31,15735.47,2221.48,555.37
2025-07-04 23:35:00,18868.89,16038.55,2264.27,566.07
2025-07-04 23:40:00,18552.71,15769.8,2226.33,556.58
2025-07-04 23:45:00,18909.54,16073.11,2269.14,567.29
2025-07-04 23:50:00,18500.65,15725.55,2220.08,555.02
2025-07-04 23:55:00,18581.63,15794.39,2229.8,557.45
