Timestamp,Total_Power_MW,AC_Transmission_MW,DC_Transmission_MW,Generator_Output_MW
2025-07-04 04:55:00,6757.56,5743.93,810.91,202.73
2025-07-04 05:00:00,7018.21,5965.48,842.19,210.55
2025-07-04 05:05:00,6865.34,5835.54,823.84,205.96
2025-07-04 05:10:00,6813.73,5791.67,817.65,204.41
2025-07-04 05:15:00,6963.16,5918.69,835.58,208.89
2025-07-04 05:20:00,6844.46,5817.79,821.33,205.33
2025-07-04 05:25:00,6949.24,5906.86,833.91,208.48
2025-07-04 05:30:00,7090.98,6027.34,850.92,212.73
2025-07-04 05:35:00,7103.86,6038.28,852.46,213.12
2025-07-04 05:40:00,6945.15,5903.37,833.42,208.35
2025-07-04 05:45:00,7067.59,6007.45,848.11,212.03
2025-07-04 05:50:00,7097.05,6032.49,851.65,212.91
2025-07-04 05:55:00,6940.42,5899.35,832.85,208.21
2025-07-04 06:00:00,7030.58,5975.99,843.67,210.92
2025-07-04 06:05:00,7176.32,6099.87,861.16,215.29
2025-07-04 06:10:00,7382.15,6274.83,885.86,221.46
2025-07-04 06:15:00,7186.29,6108.35,862.35,215.59
2025-07-04 06:20:00,7314.03,6216.92,877.68,219.42
2025-07-04 06:25:00,7414.38,6302.23,889.73,222.43
2025-07-04 06:30:00,7388.04,6279.84,886.57,221.64
2025-07-04 06:35:00,7057.85,5999.17,846.94,211.74
2025-07-04 06:40:00,7339.95,6238.96,880.79,220.2
2025-07-04 06:45:00,7311.07,6214.41,877.33,219.33
2025-07-04 06:50:00,7459.08,6340.22,895.09,223.77
2025-07-04 06:55:00,7104.68,6038.98,852.56,213.14
2025-07-04 07:00:00,7235.39,6150.08,868.25,217.06
2025-07-04 07:05:00,7565.96,6431.07,907.92,226.98
2025-07-04 07:10:00,7425.3,6311.5,891.04,222.76
2025-07-04 07:15:00,7596.8,6457.28,911.62,227.9
2025-07-04 07:20:00,7544.13,6412.51,905.3,226.32
2025-07-04 07:25:00,7346.1,6244.19,881.53,220.38
2025-07-04 07:30:00,7696.15,6541.73,923.54,230.88
2025-07-04 07:35:00,7450.1,6332.59,894.01,223.5
2025-07-04 07:40:00,7579.53,6442.6,909.54,227.39
2025-07-04 07:45:00,7597.7,6458.05,911.72,227.93
2025-07-04 07:50:00,7722.56,6564.17,926.71,231.68
2025-07-04 07:55:00,7695.3,6541.01,923.44,230.86
2025-07-04 08:00:00,7422.88,6309.45,890.75,222.69
2025-07-04 08:05:00,7610.71,6469.1,913.28,228.32
2025-07-04 08:10:00,7913.5,6726.47,949.62,237.4
2025-07-04 08:15:00,7793.62,6624.58,935.23,233.81
2025-07-04 08:20:00,7664.69,6514.99,919.76,229.94
2025-07-04 08:25:00,7820.94,6647.8,938.51,234.63
2025-07-04 08:30:00,7707.05,6550.99,924.85,231.21
2025-07-04 08:35:00,7654.11,6505.99,918.49,229.62
2025-07-04 08:40:00,7718.41,6560.65,926.21,231.55
2025-07-04 08:45:00,7836.34,6660.89,940.36,235.09
2025-07-04 08:50:00,7661.44,6512.22,919.37,229.84
2025-07-04 08:55:00,7631.64,6486.89,915.8,228.95
2025-07-04 09:00:00,7832.96,6658.02,939.96,234.99
2025-07-04 09:05:00,7345.85,6243.97,881.5,220.38
2025-07-04 09:10:00,7582.55,6445.16,909.91,227.48
2025-07-04 09:15:00,7633.97,6488.87,916.08,229.02
2025-07-04 09:20:00,7635.63,6490.28,916.28,229.07
2025-07-04 09:25:00,7932.36,6742.51,951.88,237.97
2025-07-04 09:30:00,7347.11,6245.04,881.65,220.41
2025-07-04 09:35:00,7608.67,6467.37,913.04,228.26
2025-07-04 09:40:00,7878.1,6696.39,945.37,236.34
2025-07-04 09:45:00,7658.66,6509.86,919.04,229.76
2025-07-04 09:50:00,7584.3,6446.66,910.12,227.53
2025-07-04 09:55:00,7676.11,6524.69,921.13,230.28
2025-07-04 10:00:00,8207.7,6976.55,984.92,246.23
2025-07-04 10:05:00,7882.4,6700.04,945.89,236.47
2025-07-04 10:10:00,7583.98,6446.38,910.08,227.52
2025-07-04 10:15:00,7899.51,6714.58,947.94,236.99
2025-07-04 10:20:00,8144.82,6923.09,977.38,244.34
2025-07-04 10:25:00,7994.76,6795.55,959.37,239.84
2025-07-04 10:30:00,8076.67,6865.17,969.2,242.3
2025-07-04 10:35:00,7822.76,6649.34,938.73,234.68
2025-07-04 10:40:00,8122.25,6903.91,974.67,243.67
2025-07-04 10:45:00,8286.06,7043.15,994.33,248.58
2025-07-04 10:50:00,8047.21,6840.13,965.67,241.42
2025-07-04 10:55:00,7925.63,6736.79,951.08,237.77
2025-07-04 11:00:00,8142.82,6921.39,977.14,244.28
2025-07-04 11:05:00,8252.08,7014.26,990.25,247.56
2025-07-04 11:10:00,8460.14,7191.12,1015.22,253.8
2025-07-04 11:15:00,8513.95,7236.85,1021.67,255.42
2025-07-04 11:20:00,8279.17,7037.3,993.5,248.38
2025-07-04 11:25:00,8308.15,7061.93,996.98,249.24
2025-07-04 11:30:00,8149.61,6927.17,977.95,244.49
2025-07-04 11:35:00,8043.46,6836.94,965.21,241.3
2025-07-04 11:40:00,8462.16,7192.84,1015.46,253.86
2025-07-04 11:45:00,8569.33,7283.93,1028.32,257.08
2025-07-04 11:50:00,8729.59,7420.15,1047.55,261.89
2025-07-04 11:55:00,8465.4,7195.59,1015.85,253.96
2025-07-04 12:00:00,8506.37,7230.42,1020.76,255.19
2025-07-04 12:05:00,8511.27,7234.58,1021.35,255.34
2025-07-04 12:10:00,8700.58,7395.49,1044.07,261.02
2025-07-04 12:15:00,8453.39,7185.38,1014.41,253.6
2025-07-04 12:20:00,8619.89,7326.9,1034.39,258.6
2025-07-04 12:25:00,8470.5,7199.92,1016.46,254.11
2025-07-04 12:30:00,8681.42,7379.2,1041.77,260.44
2025-07-04 12:35:00,8581.0,7293.85,1029.72,257.43
2025-07-04 12:40:00,8602.88,7312.45,1032.35,258.09
2025-07-04 12:45:00,8703.39,7397.88,1044.41,261.1
2025-07-04 12:50:00,8650.54,7352.96,1038.06,259.52
2025-07-04 12:55:00,8916.97,7579.43,1070.04,267.51
2025-07-04 13:00:00,8459.74,7190.78,1015.17,253.79
2025-07-04 13:05:00,8837.53,7511.9,1060.5,265.13
2025-07-04 13:10:00,8453.35,7185.35,1014.4,253.6
2025-07-04 13:15:00,8836.31,7510.86,1060.36,265.09
2025-07-04 13:20:00,8532.79,7252.87,1023.93,255.98
2025-07-04 13:25:00,8648.1,7350.89,1037.77,259.44
2025-07-04 13:30:00,8675.94,7374.55,1041.11,260.28
2025-07-04 13:35:00,8834.19,7509.06,1060.1,265.03
2025-07-04 13:40:00,8471.27,7200.58,1016.55,254.14
2025-07-04 13:45:00,8681.39,7379.18,1041.77,260.44
2025-07-04 13:50:00,8545.18,7263.41,1025.42,256.36
2025-07-04 13:55:00,8763.33,7448.83,1051.6,262.9
2025-07-04 14:00:00,8167.76,6942.59,980.13,245.03
2025-07-04 14:05:00,8749.87,7437.39,1049.98,262.5
2025-07-04 14:10:00,8599.01,7309.16,1031.88,257.97
2025-07-04 14:15:00,8565.86,7280.98,1027.9,256.98
2025-07-04 14:20:00,8517.98,7240.28,1022.16,255.54
2025-07-04 14:25:00,8415.16,7152.88,1009.82,252.45
2025-07-04 14:30:00,8424.73,7161.02,1010.97,252.74
2025-07-04 14:35:00,8332.75,7082.83,999.93,249.98
2025-07-04 14:40:00,8665.41,7365.6,1039.85,259.96
2025-07-04 14:45:00,8197.58,6967.94,983.71,245.93
2025-07-04 14:50:00,8235.41,7000.1,988.25,247.06
2025-07-04 14:55:00,8149.83,6927.35,977.98,244.49
2025-07-04 15:00:00,8111.32,6894.63,973.36,243.34
2025-07-04 15:05:00,8244.62,7007.93,989.35,247.34
2025-07-04 15:10:00,7843.41,6666.9,941.21,235.3
2025-07-04 15:15:00,8110.11,6893.59,973.21,243.3
2025-07-04 15:20:00,7747.37,6585.27,929.68,232.42
2025-07-04 15:25:00,7696.07,6541.66,923.53,230.88
2025-07-04 15:30:00,8069.72,6859.26,968.37,242.09
2025-07-04 15:35:00,7597.95,6458.26,911.75,227.94
2025-07-04 15:40:00,7887.95,6704.76,946.55,236.64
2025-07-04 15:45:00,7704.21,6548.58,924.51,231.13
2025-07-04 15:50:00,7807.92,6636.73,936.95,234.24
2025-07-04 15:55:00,7697.5,6542.88,923.7,230.93
2025-07-04 16:00:00,7581.91,6444.62,909.83,227.46
2025-07-04 16:05:00,7482.44,6360.08,897.89,224.47
2025-07-04 16:10:00,7547.97,6415.78,905.76,226.44
2025-07-04 16:15:00,7458.33,6339.58,895.0,223.75
2025-07-04 16:20:00,7551.37,6418.67,906.16,226.54
2025-07-04 16:25:00,7434.91,6319.67,892.19,223.05
2025-07-04 16:30:00,7181.57,6104.34,861.79,215.45
2025-07-04 16:35:00,7396.55,6287.07,887.59,221.9
2025-07-04 16:40:00,7265.65,6175.81,871.88,217.97
2025-07-04 16:45:00,7567.55,6432.42,908.11,227.03
2025-07-04 16:50:00,7085.09,6022.33,850.21,212.55
2025-07-04 16:55:00,7347.29,6245.2,881.67,220.42
2025-07-04 17:00:00,7034.43,5979.26,844.13,211.03
2025-07-04 17:05:00,7255.46,6167.14,870.66,217.66
2025-07-04 17:10:00,7048.25,5991.02,845.79,211.45
2025-07-04 17:15:00,7410.74,6299.13,889.29,222.32
2025-07-04 17:20:00,6993.98,5944.89,839.28,209.82
2025-07-04 17:25:00,7247.53,6160.4,869.7,217.43
2025-07-04 17:30:00,7221.77,6138.51,866.61,216.65
2025-07-04 17:35:00,7285.37,6192.57,874.24,218.56
2025-07-04 17:40:00,7229.35,6144.95,867.52,216.88
2025-07-04 17:45:00,6804.01,5783.41,816.48,204.12
2025-07-04 17:50:00,7117.29,6049.7,854.08,213.52
2025-07-04 17:55:00,7325.56,6226.72,879.07,219.77
2025-07-04 18:00:00,7291.55,6197.82,874.99,218.75
2025-07-04 18:05:00,7273.57,6182.54,872.83,218.21
2025-07-04 18:10:00,7331.8,6232.03,879.82,219.95
2025-07-04 18:15:00,7211.26,6129.57,865.35,216.34
2025-07-04 18:20:00,6960.65,5916.55,835.28,208.82
2025-07-04 18:25:00,6851.74,5823.98,822.21,205.55
2025-07-04 18:30:00,7210.83,6129.21,865.3,216.32
2025-07-04 18:35:00,7130.44,6060.88,855.65,213.91
2025-07-04 18:40:00,7070.38,6009.82,848.45,212.11
2025-07-04 18:45:00,7266.36,6176.41,871.96,217.99
2025-07-04 18:50:00,7115.49,6048.17,853.86,213.46
2025-07-04 18:55:00,7169.89,6094.41,860.39,215.1
2025-07-04 19:00:00,6922.06,5883.75,830.65,207.66
2025-07-04 19:05:00,7080.55,6018.47,849.67,212.42
2025-07-04 19:10:00,7075.9,6014.52,849.11,212.28
2025-07-04 19:15:00,7244.62,6157.92,869.35,217.34
2025-07-04 19:20:00,7082.93,6020.49,849.95,212.49
2025-07-04 19:25:00,6925.92,5887.03,831.11,207.78
2025-07-04 19:30:00,7144.98,6073.23,857.4,214.35
2025-07-04 19:35:00,7265.51,6175.69,871.86,217.97
2025-07-04 19:40:00,6830.61,5806.02,819.67,204.92
2025-07-04 19:45:00,6828.64,5804.35,819.44,204.86
2025-07-04 19:50:00,7153.81,6080.74,858.46,214.61
2025-07-04 19:55:00,7207.41,6126.3,864.89,216.22
2025-07-04 20:00:00,7179.11,6102.24,861.49,215.37
2025-07-04 20:05:00,7024.99,5971.24,843.0,210.75
2025-07-04 20:10:00,6934.62,5894.43,832.15,208.04
2025-07-04 20:15:00,6895.39,5861.08,827.45,206.86
2025-07-04 20:20:00,6929.37,5889.96,831.52,207.88
2025-07-04 20:25:00,6953.1,5910.14,834.37,208.59
2025-07-04 20:30:00,7075.98,6014.58,849.12,212.28
2025-07-04 20:35:00,6584.23,5596.6,790.11,197.53
2025-07-04 20:40:00,6944.32,5902.67,833.32,208.33
2025-07-04 20:45:00,7057.51,5998.89,846.9,211.73
2025-07-04 20:50:00,6916.66,5879.16,830.0,207.5
2025-07-04 20:55:00,6754.81,5741.59,810.58,202.64
2025-07-04 21:00:00,6733.41,5723.4,808.01,202.0
2025-07-04 21:05:00,7010.12,5958.6,841.21,210.3
2025-07-04 21:10:00,6523.21,5544.73,782.79,195.7
2025-07-04 21:15:00,6944.52,5902.85,833.34,208.34
2025-07-04 21:20:00,6534.71,5554.5,784.17,196.04
2025-07-04 21:25:00,6637.48,5641.86,796.5,199.12
2025-07-04 21:30:00,6863.95,5834.35,823.67,205.92
2025-07-04 21:35:00,6612.92,5620.98,793.55,198.39
2025-07-04 21:40:00,6845.24,5818.46,821.43,205.36
2025-07-04 21:45:00,6829.9,5805.42,819.59,204.9
2025-07-04 21:50:00,6454.67,5486.47,774.56,193.64
2025-07-04 21:55:00,6731.27,5721.58,807.75,201.94
2025-07-04 22:00:00,6662.24,5662.9,799.47,199.87
2025-07-04 22:05:00,7051.22,5993.54,846.15,211.54
2025-07-04 22:10:00,6548.37,5566.12,785.8,196.45
2025-07-04 22:15:00,7121.28,6053.08,854.55,213.64
2025-07-04 22:20:00,6659.29,5660.39,799.11,199.78
2025-07-04 22:25:00,6527.45,5548.33,783.29,195.82
2025-07-04 22:30:00,6839.5,5813.57,820.74,205.18
2025-07-04 22:35:00,6610.57,5618.99,793.27,198.32
2025-07-04 22:40:00,6638.42,5642.66,796.61,199.15
2025-07-04 22:45:00,6990.58,5941.99,838.87,209.72
2025-07-04 22:50:00,7022.08,5968.77,842.65,210.66
2025-07-04 22:55:00,6767.17,5752.09,812.06,203.02
2025-07-04 23:00:00,6411.26,5449.57,769.35,192.34
2025-07-04 23:05:00,6851.11,5823.44,822.13,205.53
2025-07-04 23:10:00,6972.3,5926.45,836.68,209.17
2025-07-04 23:15:00,6717.45,5709.83,806.09,201.52
2025-07-04 23:20:00,6913.48,5876.46,829.62,207.4
2025-07-04 23:25:00,7012.08,5960.26,841.45,210.36
2025-07-04 23:30:00,7262.83,6173.4,871.54,217.88
2025-07-04 23:35:00,6833.53,5808.5,820.02,205.01
2025-07-04 23:40:00,6918.37,5880.62,830.2,207.55
2025-07-04 23:45:00,7216.31,6133.86,865.96,216.49
2025-07-04 23:50:00,7189.58,6111.14,862.75,215.69
2025-07-04 23:55:00,7291.12,6197.45,874.93,218.73
