Timestamp,Total_Power_MW,AC_Transmission_MW,DC_Transmission_MW,Generator_Output_MW
2025-07-04 13:05:00,7588.12,6449.9,910.57,227.64
2025-07-04 13:10:00,7596.3,6456.86,911.56,227.89
2025-07-04 13:15:00,7448.74,6331.43,893.85,223.46
2025-07-04 13:20:00,7704.35,6548.7,924.52,231.13
2025-07-04 13:25:00,7794.7,6625.5,935.36,233.84
2025-07-04 13:30:00,7690.35,6536.8,922.84,230.71
2025-07-04 13:35:00,7581.86,6444.58,909.82,227.46
2025-07-04 13:40:00,7600.11,6460.09,912.01,228.0
2025-07-04 13:45:00,7766.0,6601.1,931.92,232.98
2025-07-04 13:50:00,7590.26,6451.72,910.83,227.71
2025-07-04 13:55:00,8043.15,6836.68,965.18,241.29
2025-07-04 14:00:00,7588.32,6450.08,910.6,227.65
2025-07-04 14:05:00,7510.21,6383.68,901.23,225.31
2025-07-04 14:10:00,7466.19,6346.26,895.94,223.99
2025-07-04 14:15:00,7635.55,6490.22,916.27,229.07
2025-07-04 14:20:00,7293.32,6199.32,875.2,218.8
2025-07-04 14:25:00,7376.19,6269.77,885.14,221.29
2025-07-04 14:30:00,7089.94,6026.45,850.79,212.7
2025-07-04 14:35:00,7274.44,6183.27,872.93,218.23
2025-07-04 14:40:00,7631.71,6486.96,915.81,228.95
2025-07-04 14:45:00,6972.25,5926.41,836.67,209.17
2025-07-04 14:50:00,7477.59,6355.95,897.31,224.33
2025-07-04 14:55:00,7241.39,6155.18,868.97,217.24
2025-07-04 15:00:00,6901.36,5866.15,828.16,207.04
2025-07-04 15:05:00,7105.95,6040.06,852.71,213.18
2025-07-04 15:10:00,6901.64,5866.39,828.2,207.05
2025-07-04 15:15:00,6793.44,5774.42,815.21,203.8
2025-07-04 15:20:00,7323.45,6224.93,878.81,219.7
2025-07-04 15:25:00,6639.86,5643.88,796.78,199.2
2025-07-04 15:30:00,6658.96,5660.12,799.08,199.77
2025-07-04 15:35:00,6630.81,5636.19,795.7,198.92
2025-07-04 15:40:00,6465.25,5495.46,775.83,193.96
2025-07-04 15:45:00,6884.82,5852.1,826.18,206.54
2025-07-04 15:50:00,6676.4,5674.94,801.17,200.29
2025-07-04 15:55:00,6721.57,5713.33,806.59,201.65
2025-07-04 16:00:00,6573.3,5587.3,788.8,197.2
2025-07-04 16:05:00,6403.36,5442.85,768.4,192.1
2025-07-04 16:10:00,6359.92,5405.93,763.19,190.8
2025-07-04 16:15:00,6490.12,5516.6,778.81,194.7
2025-07-04 16:20:00,6228.85,5294.52,747.46,186.87
2025-07-04 16:25:00,6292.45,5348.58,755.09,188.77
2025-07-04 16:30:00,6357.22,5403.64,762.87,190.72
2025-07-04 16:35:00,6409.61,5448.17,769.15,192.29
2025-07-04 16:40:00,6284.15,5341.53,754.1,188.52
2025-07-04 16:45:00,6471.79,5501.02,776.61,194.15
2025-07-04 16:50:00,6113.63,5196.58,733.64,183.41
2025-07-04 16:55:00,6471.12,5500.45,776.53,194.13
2025-07-04 17:00:00,6246.44,5309.47,749.57,187.39
2025-07-04 17:05:00,5930.94,5041.3,711.71,177.93
2025-07-04 17:10:00,6218.28,5285.54,746.19,186.55
2025-07-04 17:15:00,6115.67,5198.32,733.88,183.47
2025-07-04 17:20:00,5978.16,5081.44,717.38,179.34
2025-07-04 17:25:00,5857.1,4978.54,702.85,175.71
2025-07-04 17:30:00,6199.25,5269.36,743.91,185.98
2025-07-04 17:35:00,6141.41,5220.2,736.97,184.24
2025-07-04 17:40:00,5940.26,5049.22,712.83,178.21
2025-07-04 17:45:00,5817.75,4945.09,698.13,174.53
2025-07-04 17:50:00,6017.03,5114.47,722.04,180.51
2025-07-04 17:55:00,5953.57,5060.53,714.43,178.61
2025-07-04 18:00:00,5808.31,4937.06,697.0,174.25
2025-07-04 18:05:00,6242.95,5306.51,749.15,187.29
2025-07-04 18:10:00,6117.93,5200.24,734.15,183.54
2025-07-04 18:15:00,5863.2,4983.72,703.58,175.9
2025-07-04 18:20:00,5950.15,5057.62,714.02,178.5
2025-07-04 18:25:00,5832.67,4957.77,699.92,174.98
2025-07-04 18:30:00,6021.59,5118.35,722.59,180.65
2025-07-04 18:35:00,5971.09,5075.42,716.53,179.13
2025-07-04 18:40:00,5967.51,5072.38,716.1,179.03
2025-07-04 18:45:00,6138.62,5217.83,736.63,184.16
2025-07-04 18:50:00,5974.2,5078.07,716.9,179.23
2025-07-04 18:55:00,6061.09,5151.92,727.33,181.83
2025-07-04 19:00:00,6219.6,5286.66,746.35,186.59
2025-07-04 19:05:00,6199.51,5269.58,743.94,185.99
2025-07-04 19:10:00,5893.38,5009.38,707.21,176.8
2025-07-04 19:15:00,6048.58,5141.29,725.83,181.46
2025-07-04 19:20:00,5962.6,5068.21,715.51,178.88
2025-07-04 19:25:00,5603.99,4763.39,672.48,168.12
2025-07-04 19:30:00,5912.58,5025.7,709.51,177.38
2025-07-04 19:35:00,5868.1,4987.88,704.17,176.04
2025-07-04 19:40:00,6051.57,5143.84,726.19,181.55
2025-07-04 19:45:00,5974.26,5078.12,716.91,179.23
2025-07-04 19:50:00,5972.27,5076.43,716.67,179.17
2025-07-04 19:55:00,6121.11,5202.95,734.53,183.63
2025-07-04 20:00:00,5929.1,5039.73,711.49,177.87
2025-07-04 20:05:00,5798.96,4929.12,695.88,173.97
2025-07-04 20:10:00,5997.74,5098.08,719.73,179.93
2025-07-04 20:15:00,5644.08,4797.47,677.29,169.32
2025-07-04 20:20:00,5916.05,5028.65,709.93,177.48
2025-07-04 20:25:00,5863.06,4983.6,703.57,175.89
2025-07-04 20:30:00,5696.46,4841.99,683.58,170.89
2025-07-04 20:35:00,5640.61,4794.52,676.87,169.22
2025-07-04 20:40:00,5611.33,4769.63,673.36,168.34
2025-07-04 20:45:00,5900.38,5015.32,708.05,177.01
2025-07-04 20:50:00,5659.4,4810.49,679.13,169.78
2025-07-04 20:55:00,5540.44,4709.37,664.85,166.21
2025-07-04 21:00:00,5510.19,4683.66,661.22,165.31
2025-07-04 21:05:00,5588.84,4750.52,670.66,167.67
2025-07-04 21:10:00,5984.0,5086.4,718.08,179.52
2025-07-04 21:15:00,5911.65,5024.9,709.4,177.35
2025-07-04 21:20:00,5662.02,4812.71,679.44,169.86
2025-07-04 21:25:00,5414.04,4601.93,649.68,162.42
2025-07-04 21:30:00,5686.21,4833.28,682.35,170.59
2025-07-04 21:35:00,5547.96,4715.77,665.76,166.44
2025-07-04 21:40:00,5644.84,4798.12,677.38,169.35
2025-07-04 21:45:00,5520.87,4692.74,662.5,165.63
2025-07-04 21:50:00,5450.73,4633.12,654.09,163.52
2025-07-04 21:55:00,5564.47,4729.8,667.74,166.93
2025-07-04 22:00:00,5626.91,4782.87,675.23,168.81
2025-07-04 22:05:00,5766.32,4901.37,691.96,172.99
2025-07-04 22:10:00,5535.78,4705.41,664.29,166.07
2025-07-04 22:15:00,5636.91,4791.37,676.43,169.11
2025-07-04 22:20:00,5707.79,4851.62,684.93,171.23
2025-07-04 22:25:00,5566.57,4731.59,667.99,167.0
2025-07-04 22:30:00,5894.79,5010.57,707.37,176.84
2025-07-04 22:35:00,5307.6,4511.46,636.91,159.23
2025-07-04 22:40:00,5574.44,4738.27,668.93,167.23
2025-07-04 22:45:00,5562.33,4727.98,667.48,166.87
2025-07-04 22:50:00,6066.9,5156.87,728.03,182.01
2025-07-04 22:55:00,5561.04,4726.88,667.32,166.83
2025-07-04 23:00:00,5752.62,4889.73,690.31,172.58
2025-07-04 23:05:00,5670.46,4819.89,680.45,170.11
2025-07-04 23:10:00,5630.41,4785.85,675.65,168.91
2025-07-04 23:15:00,5543.73,4712.17,665.25,166.31
2025-07-04 23:20:00,5504.37,4678.72,660.52,165.13
2025-07-04 23:25:00,5767.99,4902.79,692.16,173.04
2025-07-04 23:30:00,5612.87,4770.94,673.54,168.39
2025-07-04 23:35:00,5983.25,5085.76,717.99,179.5
2025-07-04 23:40:00,5763.3,4898.81,691.6,172.9
2025-07-04 23:45:00,5852.01,4974.21,702.24,175.56
2025-07-04 23:50:00,6326.18,5377.25,759.14,189.79
2025-07-04 23:55:00,5839.6,4963.66,700.75,175.19
